Bug-ID;OB-ID;OB-Text;OB-in-Title?;Bug-Category;Bug-Type;OB-Category;OB-Rating;Ground-Truth;Ranked-Documents;First-Rank;Reciprocal-Rank;Average-Precision;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
Bug1096;2;When I try to replicate given the steps above (on a Pixel 3), I just get a crash immediately after tapping the back button in the left side of the header.;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];{'2': 0.17875856161117554, '4': 0.16532385349273682, '0': 0.13501550257205963, '5': 0.10885681211948395, '1': 0.07288938760757446, '3': 0.036846503615379333};3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug1096;3;get an endless Loading screen;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];{'4': 0.25222617387771606, '5': 0.2507655620574951, '2': 0.2115928828716278, '0': 0.1914832890033722, '1': 0.18015502393245697, '3': 0.08147940039634705};4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug1096;4;unable to go back;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];{'0': 0.1147933155298233, '5': -0.01863766647875309, '4': -0.03239623084664345, '1': -0.07468824833631516, '2': -0.09716114401817322, '3': -0.15097464621067047};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1096;5;have to force close iNat app;0;Non-Synthetic Bug;App crashes;Hard;4;['0'];{'4': 0.27739614248275757, '5': 0.27627086639404297, '0': 0.2638299763202667, '2': 0.2290325164794922, '3': 0.17124031484127045, '1': 0.07261119037866592};3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug1207;0;App crashes due to invalid values being processed;1;Non-Synthetic Bug;App crashes;Hard;3;['10', '11', '12', '13'];{'16': 0.31741949915885925, '0': 0.2158929407596588, '17': 0.21376657485961914, '2': 0.1957917958498001, '12': 0.18328949809074402, '15': 0.15882137417793274, '14': 0.15321749448776245, '5': 0.11655215173959732, '8': 0.10639786720275879, '13': 0.1003388911485672, '7': 0.09525678306818008, '10': 0.09294235706329346, '3': 0.07690795511007309, '9': 0.07664790749549866, '1': 0.07495693862438202, '11': 0.03764951229095459, '4': 0.023923512548208237, '6': 0.019303295761346817};5;0.2;0.225;0;0;0;0;1;1;1;1;1;1
Bug1207;1;"When entering an invalid value (empty or ""0"") in the ""Advanced Options"" section when manually entering details, the app crashes.";0;Non-Synthetic Bug;App crashes;Easy;5;['10', '11', '12', '13'];{'0': 0.35747137665748596, '16': 0.31540727615356445, '9': 0.30176812410354614, '13': 0.29936426877975464, '17': 0.29388993978500366, '2': 0.26573294401168823, '12': 0.24193628132343292, '15': 0.23579853773117065, '5': 0.23226001858711243, '6': 0.22407692670822144, '8': 0.20763318240642548, '11': 0.18918436765670776, '4': 0.1697355955839157, '10': 0.14568661153316498, '14': 0.14527466893196106, '1': 0.1311788707971573, '3': 0.10500380396842957, '7': 0.07532595098018646};4;0.25;0.2678571428571428;0;0;0;1;1;1;1;1;1;1
Bug1207;2;App crashes.;0;Non-Synthetic Bug;App crashes;Hard;2;['10', '11', '12', '13'];{'16': 0.2825740575790405, '0': 0.19751286506652832, '17': 0.18821166455745697, '2': 0.14142251014709473, '8': 0.11854822933673859, '12': 0.09896776080131531, '9': 0.09844676405191422, '15': 0.09564611315727234, '5': 0.08803689479827881, '7': 0.07678283751010895, '14': 0.07193915545940399, '13': 0.06265866011381149, '1': 0.05391545593738556, '6': 0.030968742445111275, '11': 0.028125405311584473, '4': 0.027237385511398315, '3': 0.022887174040079117, '10': 0.013089237734675407};6;0.1666666666666666;0.1888888888888888;0;0;0;0;0;1;1;1;1;1
Bug1214;0;"Confirmation field doesn't react to ""show password"" option when setting password/PIN the first time";1;Synthetic Bug;Unclickable component;Easy;5;['5'];{'1': 0.46777427196502686, '4': 0.3806285858154297, '5': 0.32739293575286865, '3': 0.29479190707206726, '6': 0.20323441922664642, '7': 0.19260656833648682, '8': 0.18248818814754486, '2': 0.17445257306098938, '0': 0.16745586693286896};3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug1214;1;The confirm password field doesn't show password/PIN.;0;Synthetic Bug;Text in Component disappears;Easy;4;['5'];{'1': 0.4519713222980499, '4': 0.4193677306175232, '5': 0.3520071506500244, '3': 0.2758888900279999, '7': 0.25183409452438354, '2': 0.24109217524528503, '0': 0.20643350481987, '6': 0.19612258672714233, '8': 0.15535202622413635};3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug1215;0;Crash when entering too large of a number in manual entry dialog;1;Non-Synthetic Bug;App crashes;Easy;4;['10'];{'13': 0.3102267384529114, '0': 0.27906936407089233, '10': 0.23634430766105652, '6': 0.2285940796136856, '12': 0.20868909358978271, '15': 0.19555768370628357, '9': 0.18705254793167114, '4': 0.1847483515739441, '14': 0.1773041933774948, '5': 0.16493460536003113, '8': 0.15990562736988068, '7': 0.15294834971427917, '2': 0.13123208284378052, '1': 0.130246102809906, '3': 0.10104303061962128, '11': 0.0996377021074295};3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug1215;0;Crash when entering too large of a number in manual entry dialog;1;Non-Synthetic Bug;App crashes;Easy;4;['10'];{'13': 0.3102267384529114, '0': 0.27906936407089233, '10': 0.23634430766105652, '6': 0.2161678969860077, '12': 0.20868909358978271, '15': 0.19555768370628357, '9': 0.18705254793167114, '4': 0.1847483515739441, '14': 0.1773041933774948, '5': 0.16493460536003113, '8': 0.15990562736988068, '7': 0.15294834971427917, '2': 0.13123208284378052, '1': 0.130246102809906, '3': 0.10104303061962128, '11': 0.0996377021074295};3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug1215;1;The application crashes.;0;Non-Synthetic Bug;App crashes;Hard;2;['10'];{'14': 0.2993546724319458, '2': 0.16527950763702393, '0': 0.16208983957767487, '15': 0.1525917649269104, '12': 0.09776251018047333, '7': 0.0959872305393219, '3': 0.08669675886631012, '9': 0.08090376853942871, '4': 0.07766683399677277, '10': 0.06512393802404404, '1': 0.06345105916261673, '11': 0.05711527168750763, '13': 0.05296248570084572, '8': 0.041634395718574524, '6': 0.03198106586933136, '5': 0.024038152769207954};10;0.1;0.1;0;0;0;0;0;0;0;0;0;1
Bug1215;1;The application crashes.;0;Non-Synthetic Bug;App crashes;Hard;2;['10'];{'14': 0.2993546724319458, '2': 0.16527950763702393, '0': 0.16208983957767487, '15': 0.1525917649269104, '12': 0.09776251018047333, '7': 0.0959872305393219, '3': 0.08669675886631012, '9': 0.08090376853942871, '4': 0.07766683399677277, '10': 0.06512393802404404, '1': 0.06345105916261673, '11': 0.05711527168750763, '13': 0.05296248570084572, '8': 0.041634395718574524, '5': 0.024038152769207954, '6': 0.012188081629574299};10;0.1;0.1;0;0;0;0;0;0;0;0;0;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['6', '18', '24', '30'];{'6': 0.33465492725372314, '12': 0.33465492725372314, '18': 0.33465492725372314, '24': 0.33465492725372314, '30': 0.33465492725372314, '10': 0.272419273853302, '16': 0.272419273853302, '22': 0.272419273853302, '28': 0.272419273853302, '34': 0.272419273853302, '1': 0.25023287534713745, '36': 0.2258513867855072, '20': 0.20272094011306763, '26': 0.19021940231323242, '8': 0.1727614551782608, '14': 0.1727614551782608, '32': 0.1727614551782608, '0': 0.17001061141490936, '31': 0.15361998975276947, '7': 0.14798730611801147, '13': 0.1427425593137741, '19': 0.14246690273284912, '11': 0.12679792940616608, '17': 0.12679792940616608, '23': 0.12679792940616608, '29': 0.12679792940616608, '35': 0.12679792940616608, '2': 0.12086395919322968, '9': 0.11716890335083008, '15': 0.11716890335083008, '21': 0.11716890335083008, '27': 0.11716890335083008, '33': 0.11716890335083008, '25': 0.11506345123052597, '3': 0.11203110218048096, '4': 0.08313795924186707, '5': 0.05017054080963135};1;1.0;0.8041666666666667;1;1;1;1;1;1;1;1;1;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['6', '18', '24', '30', '36'];{'6': 0.33465492725372314, '12': 0.33465492725372314, '18': 0.33465492725372314, '24': 0.33465492725372314, '30': 0.33465492725372314, '36': 0.33465492725372314, '10': 0.272419273853302, '16': 0.272419273853302, '22': 0.272419273853302, '28': 0.272419273853302, '34': 0.272419273853302, '38': 0.272419273853302, '1': 0.25023287534713745, '42': 0.2258513867855072, '20': 0.20272094011306763, '26': 0.19021940231323242, '8': 0.18325228989124298, '14': 0.1727614551782608, '32': 0.1727614551782608, '0': 0.17001061141490936, '31': 0.15361998975276947, '7': 0.14798730611801147, '13': 0.1427425593137741, '19': 0.14246690273284912, '39': 0.1367621123790741, '11': 0.12679792940616608, '17': 0.12679792940616608, '23': 0.12679792940616608, '29': 0.12679792940616608, '35': 0.12679792940616608, '41': 0.12679792940616608, '2': 0.12086395919322968, '9': 0.11716890335083008, '15': 0.11716890335083008, '21': 0.11716890335083008, '27': 0.11716890335083008, '33': 0.11716890335083008, '40': 0.11716890335083008, '25': 0.11506345123052597, '3': 0.11203110218048096, '4': 0.08313795924186707, '37': 0.0692877545952797, '5': 0.05017054080963135};1;1.0;0.8099999999999999;1;1;1;1;1;1;1;1;1;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['6', '18', '24', '30', '36'];{'6': 0.33465492725372314, '12': 0.33465492725372314, '18': 0.33465492725372314, '24': 0.33465492725372314, '30': 0.33465492725372314, '36': 0.33465492725372314, '10': 0.272419273853302, '16': 0.272419273853302, '22': 0.272419273853302, '28': 0.272419273853302, '33': 0.272419273853302, '38': 0.272419273853302, '1': 0.25023287534713745, '42': 0.2258513867855072, '20': 0.20272094011306763, '26': 0.19021940231323242, '8': 0.18325228989124298, '14': 0.1727614551782608, '32': 0.1727614551782608, '0': 0.17001061141490936, '31': 0.15361998975276947, '7': 0.14798730611801147, '13': 0.1427425593137741, '19': 0.14246690273284912, '39': 0.1367621123790741, '11': 0.12679792940616608, '17': 0.12679792940616608, '23': 0.12679792940616608, '29': 0.12679792940616608, '35': 0.12679792940616608, '41': 0.12679792940616608, '2': 0.12086395919322968, '9': 0.11716890335083008, '15': 0.11716890335083008, '21': 0.11716890335083008, '27': 0.11716890335083008, '34': 0.11716890335083008, '40': 0.11716890335083008, '25': 0.11506345123052597, '3': 0.11203110218048096, '4': 0.08313795924186707, '37': 0.0692877545952797, '5': 0.05017054080963135};1;1.0;0.8099999999999999;1;1;1;1;1;1;1;1;1;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['5'];{'5': 0.33465492725372314, '9': 0.272419273853302, '4': 0.2583703100681305, '7': 0.18895521759986877, '0': 0.17001061141490936, '6': 0.16151541471481323, '1': 0.14156703650951385, '2': 0.13402250409126282, '3': 0.1284114271402359, '10': 0.12679792940616608, '11': 0.12466821819543839, '8': 0.11716890335083008};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1224;0;When an account is edited, its color is lost;1;Synthetic Bug;Component is not displayed (correctly);Hard;4;['5', '11'];{'5': 0.33465492725372314, '11': 0.33465492725372314, '9': 0.272419273853302, '14': 0.25870823860168457, '4': 0.2583703100681305, '7': 0.18895521759986877, '0': 0.17001061141490936, '6': 0.16151541471481323, '1': 0.14156703650951385, '2': 0.13402250409126282, '3': 0.1284114271402359, '10': 0.12679792940616608, '15': 0.12679792940616608, '16': 0.12466821819543839, '8': 0.11716890335083008, '13': 0.11716890335083008, '12': 0.0692877545952797};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['6', '18', '24', '30'];{'6': 0.2435702383518219, '12': 0.2435702383518219, '18': 0.2435702383518219, '24': 0.2435702383518219, '30': 0.2435702383518219, '10': 0.11263084411621094, '16': 0.11263084411621094, '22': 0.11263084411621094, '28': 0.11263084411621094, '34': 0.11263084411621094, '7': 0.10166202485561371, '4': 0.09020804613828659, '13': 0.08816882967948914, '31': 0.08222424983978271, '19': 0.06592240929603577, '3': 0.06218697875738144, '11': 0.054632220417261124, '17': 0.054632220417261124, '23': 0.054632220417261124, '29': 0.054632220417261124, '35': 0.054632220417261124, '25': 0.04646168649196625, '2': 0.04252122715115547, '0': 0.025622475892305374, '1': 0.012733436189591885, '36': -0.012175226584076881, '9': -0.015987757593393326, '15': -0.015987757593393326, '21': -0.015987757593393326, '27': -0.015987757593393326, '33': -0.015987757593393326, '8': -0.04128596559166908, '14': -0.04128596559166908, '32': -0.04128596559166908, '26': -0.05573808029294014, '20': -0.0592181496322155, '5': -0.07544250786304474};1;1.0;0.8041666666666667;1;1;1;1;1;1;1;1;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['6', '18', '24', '30', '36'];{'6': 0.2435702383518219, '12': 0.2435702383518219, '18': 0.2435702383518219, '24': 0.2435702383518219, '30': 0.2435702383518219, '36': 0.2435702383518219, '10': 0.11263084411621094, '16': 0.11263084411621094, '22': 0.11263084411621094, '28': 0.11263084411621094, '34': 0.11263084411621094, '38': 0.11263084411621094, '7': 0.10166202485561371, '4': 0.09020804613828659, '13': 0.08816882967948914, '37': 0.08434245735406876, '31': 0.08222424983978271, '19': 0.06592240929603577, '3': 0.06218697875738144, '11': 0.054632220417261124, '17': 0.054632220417261124, '23': 0.054632220417261124, '29': 0.054632220417261124, '35': 0.054632220417261124, '41': 0.054632220417261124, '25': 0.04646168649196625, '2': 0.04252122715115547, '0': 0.025622475892305374, '39': 0.016645191237330437, '1': 0.012733436189591885, '42': -0.012175226584076881, '9': -0.015987757593393326, '15': -0.015987757593393326, '21': -0.015987757593393326, '27': -0.015987757593393326, '33': -0.015987757593393326, '40': -0.015987757593393326, '14': -0.04128596559166908, '32': -0.04128596559166908, '8': -0.05495114624500275, '26': -0.05573808029294014, '20': -0.0592181496322155, '5': -0.07544250786304474};1;1.0;0.8099999999999999;1;1;1;1;1;1;1;1;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['6', '18', '24', '30', '36'];{'6': 0.2435702383518219, '12': 0.2435702383518219, '18': 0.2435702383518219, '24': 0.2435702383518219, '30': 0.2435702383518219, '36': 0.2435702383518219, '10': 0.11263084411621094, '16': 0.11263084411621094, '22': 0.11263084411621094, '28': 0.11263084411621094, '33': 0.11263084411621094, '38': 0.11263084411621094, '7': 0.10166202485561371, '4': 0.09020804613828659, '13': 0.08816882967948914, '37': 0.08434245735406876, '31': 0.08222424983978271, '19': 0.06592240929603577, '3': 0.06218697875738144, '11': 0.054632220417261124, '17': 0.054632220417261124, '23': 0.054632220417261124, '29': 0.054632220417261124, '35': 0.054632220417261124, '41': 0.054632220417261124, '25': 0.04646168649196625, '2': 0.04252122715115547, '0': 0.025622475892305374, '39': 0.016645191237330437, '1': 0.012733436189591885, '42': -0.012175226584076881, '9': -0.015987757593393326, '15': -0.015987757593393326, '21': -0.015987757593393326, '27': -0.015987757593393326, '34': -0.015987757593393326, '40': -0.015987757593393326, '14': -0.04128596559166908, '32': -0.04128596559166908, '8': -0.05495114624500275, '26': -0.05573808029294014, '20': -0.0592181496322155, '5': -0.07544250786304474};1;1.0;0.8099999999999999;1;1;1;1;1;1;1;1;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['5'];{'5': 0.2435702383518219, '9': 0.11263084411621094, '6': 0.09693436324596405, '1': 0.08376258611679077, '10': 0.054632220417261124, '3': 0.03147603198885918, '0': 0.025622475892305374, '11': 0.018684610724449158, '8': -0.015987757593393326, '4': -0.034019358456134796, '7': -0.04055546224117279, '2': -0.09749189764261246};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1224;1;The color is unset.;0;Synthetic Bug;Showing data in wrong format;Hard;2;['5', '11'];{'5': 0.2435702383518219, '11': 0.2435702383518219, '9': 0.11263084411621094, '6': 0.09693436324596405, '12': 0.08434245735406876, '1': 0.08376258611679077, '14': 0.06762782484292984, '10': 0.054632220417261124, '15': 0.054632220417261124, '3': 0.03147603198885918, '0': 0.025622475892305374, '16': 0.018684610724449158, '8': -0.015987757593393326, '13': -0.015987757593393326, '4': -0.034019358456134796, '7': -0.04055546224117279, '2': -0.09749189764261246};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1226;0;App crashes after creating account with BYN currency;1;Non-Synthetic Bug;App crashes;Easy;5;['2'];{'4': 0.32036322355270386, '1': 0.3159332871437073, '6': 0.25195443630218506, '8': 0.24447110295295715, '5': 0.22039946913719177, '3': 0.18142104148864746, '0': 0.18085560202598572, '9': 0.1323753446340561, '7': 0.09170781075954437, '2': 0.0779510885477066};10;0.1;0.1;0;0;0;0;0;0;0;0;0;1
Bug1226;0;App crashes after creating account with BYN currency;1;Non-Synthetic Bug;App crashes;Easy;5;['2'];{'4': 0.32036322355270386, '1': 0.3159332871437073, '13': 0.26930004358291626, '12': 0.2564981281757355, '6': 0.25195443630218506, '8': 0.24447110295295715, '5': 0.23738500475883484, '11': 0.23087139427661896, '10': 0.20140717923641205, '0': 0.18085560202598572, '3': 0.15522748231887817, '9': 0.1323753446340561, '7': 0.09170781075954437, '2': 0.0779510885477066};14;0.0714285714285714;0.0714285714285714;0;0;0;0;0;0;0;0;0;0
Bug1226;1;3. App crashes;0;Non-Synthetic Bug;App crashes;Hard;2;['2'];{'0': 0.23171988129615784, '6': 0.13322240114212036, '8': 0.12167471647262573, '2': 0.1114678904414177, '1': 0.10018014907836914, '5': 0.09578186273574829, '7': 0.09474772214889526, '9': 0.0786629319190979, '3': 0.07420620322227478, '4': 0.06614544987678528};4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug1226;1;3. App crashes;0;Non-Synthetic Bug;App crashes;Hard;2;['2'];{'0': 0.23171988129615784, '6': 0.13322240114212036, '8': 0.12167471647262573, '12': 0.11806987971067429, '2': 0.1114678904414177, '1': 0.10018014907836914, '5': 0.09744083881378174, '7': 0.09474772214889526, '10': 0.08926861733198166, '3': 0.0883222371339798, '11': 0.08256619423627853, '9': 0.0786629319190979, '13': 0.06883329153060913, '4': 0.06614544987678528};5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug1226;2;4. Any further attempts to start the app cause crashes;0;Non-Synthetic Bug;App crashes;Easy;5;['2'];{'0': 0.20833216607570648, '1': 0.10833188891410828, '7': 0.07686486840248108, '3': 0.0766274482011795, '9': 0.06909483671188354, '6': 0.06317136436700821, '2': 0.06085246801376343, '8': 0.011777950450778008, '5': 0.007114878855645657, '4': -0.029014714062213898};7;0.1428571428571428;0.1428571428571428;0;0;0;0;0;0;1;1;1;1
Bug1226;2;4. Any further attempts to start the app cause crashes;0;Non-Synthetic Bug;App crashes;Easy;5;['2'];{'0': 0.20833216607570648, '1': 0.10833188891410828, '3': 0.08509387075901031, '12': 0.079536072909832, '7': 0.07686486840248108, '9': 0.06909483671188354, '13': 0.06436371803283691, '6': 0.06317136436700821, '2': 0.06085246801376343, '10': 0.05682671070098877, '5': 0.033116914331912994, '11': 0.0325351357460022, '8': 0.011777950450778008, '4': -0.029014714062213898};9;0.1111111111111111;0.1111111111111111;0;0;0;0;0;0;0;0;1;1
Bug1299;0;[BUG] Crashes in Collect after importing field_sample.csv;1;Non-Synthetic Bug;App crashes;Easy;3;['16'];{'19': 0.3110318183898926, '18': 0.3026405870914459, '13': 0.2803557813167572, '1': 0.2744430899620056, '3': 0.2744430899620056, '17': 0.26351219415664673, '16': 0.2608160376548767, '11': 0.24155814945697784, '7': 0.21930405497550964, '10': 0.2108200192451477, '15': 0.20823702216148376, '5': 0.1940082609653473, '12': 0.1932423859834671, '6': 0.19157113134860992, '9': 0.19027772545814514, '8': 0.16707035899162292, '2': 0.16072413325309753, '4': 0.16072413325309753, '14': 0.08145562559366226, '0': 0.0177688617259264};7;0.1428571428571428;0.1428571428571428;0;0;0;0;0;0;1;1;1;1
Bug1299;1;Following exception occurs after importing a sample csv, going to Collect, and pressing the +1 button.;0;Non-Synthetic Bug;App crashes;Easy;5;['16'];{'0': 0.2365732342004776, '16': 0.2157161831855774, '17': 0.20432274043560028, '19': 0.1993640512228012, '18': 0.16541308164596558, '6': 0.09364762157201767, '13': 0.07585340738296509, '7': 0.05953679978847504, '1': 0.03760426491498947, '3': 0.03760426491498947, '15': 0.0068377964198589325, '12': -0.002117149531841278, '5': -0.00906095840036869, '2': -0.009851599112153053, '4': -0.009851599112153053, '10': -0.011566709727048874, '9': -0.01983301155269146, '8': -0.029434286057949066, '11': -0.029907066375017166, '14': -0.12411590665578842};2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1299;2;6. Click any button (other than primary/secondary choice) on this page and the app crashes;0;Non-Synthetic Bug;App crashes;Easy;4;['16'];{'0': 0.37474408745765686, '18': 0.3137200176715851, '19': 0.2696402668952942, '16': 0.22123557329177856, '17': 0.17876926064491272, '11': 0.14319370687007904, '13': 0.1389693021774292, '15': 0.10647988319396973, '2': 0.09311886131763458, '4': 0.09311886131763458, '12': 0.0892733782529831, '10': 0.08506849408149719, '14': 0.0768747329711914, '1': 0.07562144100666046, '3': 0.07562144100666046, '8': 0.06465902179479599, '5': 0.046915292739868164, '9': 0.02050222083926201, '7': 0.006932081654667854, '6': 0.0014438703656196594};4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug1430;0;Crash after deleting a program that is in progress;1;Non-Synthetic Bug;App crashes;Hard;3;['10', '11'];{'5': 0.1595858633518219, '6': 0.15245316922664642, '1': 0.14662882685661316, '0': 0.0946860983967781, '4': 0.0883074551820755, '8': 0.08101820945739746, '2': 0.07459661364555359, '19': 0.06256824731826782, '9': 0.05680978298187256, '23': 0.04837772995233536, '15': 0.04724564403295517, '10': 0.04005040228366852, '12': 0.04005040228366852, '14': 0.04005040228366852, '16': 0.04005040228366852, '18': 0.04005040228366852, '20': 0.04005040228366852, '22': 0.04005040228366852, '13': 0.03808040916919708, '21': 0.033711642026901245, '17': 0.019139902666211128, '11': 0.015300316736102104, '3': 0.014228847809135914, '7': 0.0006167609244585037};12;0.0833333333333333;0.0871212121212121;0;0;0;0;0;0;0;0;0;0
Bug1430;1;"If you start a program, then go to delete it without first stopping it, then the next time you go back into ""Workout"" the application will crash.";0;Non-Synthetic Bug;App crashes;Easy;5;['10', '11'];{'5': 0.17276498675346375, '11': 0.14514371752738953, '8': 0.08149154484272003, '13': 0.07922759652137756, '1': 0.07337943464517593, '6': 0.07018332183361053, '9': 0.06916272640228271, '7': 0.06248638406395912, '3': 0.05963735654950142, '2': 0.04785091429948807, '19': 0.01867932267487049, '10': 0.01642783358693123, '12': 0.01642783358693123, '14': 0.01642783358693123, '16': 0.01642783358693123, '18': 0.01642783358693123, '20': 0.01642783358693123, '22': 0.01642783358693123, '15': 0.011911869049072266, '23': 0.01127161830663681, '4': 0.005996400490403175, '21': 0.003916684538125992, '17': -0.00881425105035305, '0': -0.03192637488245964};2;0.5;0.3333333333333333;0;1;1;1;1;1;1;1;1;1
Bug1430;2;It will be stuck in a crash loop.;0;Non-Synthetic Bug;App crashes;Hard;2;['10', '11'];{'5': 0.1146005243062973, '0': 0.09437212347984314, '3': 0.03874805569648743, '10': 0.03371916338801384, '12': 0.03371916338801384, '14': 0.03371916338801384, '16': 0.03371916338801384, '18': 0.03371916338801384, '20': 0.03371916338801384, '22': 0.03371916338801384, '17': 0.03263210877776146, '19': 0.02578873746097088, '8': 0.018509723246097565, '6': 0.011545047163963318, '7': 0.0048295240849256516, '21': -0.015000753104686737, '23': -0.018110251054167747, '9': -0.019008029252290726, '11': -0.021420590579509735, '2': -0.02593858353793621, '4': -0.03830768167972565, '13': -0.03933895379304886, '15': -0.04565040394663811, '1': -0.05569285899400711};4;0.25;0.1776315789473684;0;0;0;1;1;1;1;1;1;1
Bug1430;3;The application will crash.;0;Non-Synthetic Bug;App crashes;Hard;2;['10', '11'];{'5': 0.1585419774055481, '6': 0.11433582007884979, '1': 0.08892352879047394, '9': 0.0833241268992424, '2': 0.0722271203994751, '7': 0.06830514967441559, '3': 0.06670740246772766, '8': 0.0519319586455822, '23': 0.046113889664411545, '4': 0.03711383789777756, '13': 0.03358014300465584, '19': 0.02625274658203125, '15': 0.021515581756830215, '0': 0.019458826631307602, '21': 0.017870193347334862, '11': 0.009503956884145737, '10': 0.0030240416526794434, '12': 0.0030240416526794434, '14': 0.0030240416526794434, '16': 0.0030240416526794434, '18': 0.0030240416526794434, '20': 0.0030240416526794434, '22': 0.0030240416526794434, '17': -0.01613788679242134};16;0.0625;0.0900735294117647;0;0;0;0;0;0;0;0;0;0
Bug1441;0;Issue manually entering fishing spot coordinates;1;Synthetic Bug;Textual error in screen;Hard;2;['8'];{'6': 0.5169566869735718, '3': 0.4008944034576416, '5': 0.3993690609931946, '8': 0.38779717683792114, '7': 0.3857420086860657, '9': 0.35628241300582886, '4': 0.3361271023750305, '2': 0.25712817907333374, '1': 0.1396293044090271, '0': 0.13768748939037323};4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug1441;1;"If the ""sync"" icon isn't clicked after manually entering coordinates, the fishing spot's coordinates aren't updated accordingly.";0;Synthetic Bug;Uneditable component;Easy;5;['8'];{'6': 0.42964136600494385, '5': 0.36343875527381897, '4': 0.3587307929992676, '3': 0.35117852687835693, '9': 0.3243619203567505, '8': 0.314258337020874, '7': 0.3032762408256531, '2': 0.23802520334720612, '0': 0.18002896010875702, '1': 0.10651423782110214};6;0.1666666666666666;0.1666666666666666;0;0;0;0;0;1;1;1;1;1
Bug1441;2;5. In the edit location screen the coordinates are not correct;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['8'];{'5': 0.3715713322162628, '2': 0.3536081612110138, '3': 0.27003705501556396, '6': 0.2223278284072876, '7': 0.19944141805171967, '8': 0.1859235018491745, '9': 0.1596807986497879, '4': 0.13710424304008484, '0': 0.12864962220191956, '1': 0.11077076196670532};6;0.1666666666666666;0.1666666666666666;0;0;0;0;0;1;1;1;1;1
Bug1645;0;Crash in Add Exercise Dialog;1;Non-Synthetic Bug;App crashes;Hard;3;['7', '8'];{'0': 0.33450227975845337, '1': 0.19675008952617645, '3': 0.1914016753435135, '2': 0.1896035075187683, '12': 0.1891581416130066, '11': 0.1733572781085968, '10': 0.17326349020004272, '6': 0.17321619391441345, '8': 0.1709745228290558, '5': 0.16587743163108826, '4': 0.16507293283939362, '7': 0.1526833474636078, '9': 0.1468365490436554, '13': 0.13534149527549744, '14': 0.06441239267587662};9;0.1111111111111111;0.1388888888888889;0;0;0;0;0;0;0;0;1;1
Bug1645;0;Crash in Add Exercise Dialog;1;Non-Synthetic Bug;App crashes;Hard;3;['7', '8'];{'0': 0.282651424407959, '1': 0.19675008952617645, '3': 0.1914016753435135, '2': 0.1896035075187683, '12': 0.1891581416130066, '11': 0.1733572781085968, '10': 0.17326349020004272, '6': 0.17321619391441345, '5': 0.16587743163108826, '4': 0.16507293283939362, '8': 0.16242355108261108, '7': 0.1526833474636078, '9': 0.1468365490436554, '13': 0.13534149527549744, '14': 0.06441239267587662};11;0.0909090909090909;0.1287878787878787;0;0;0;0;0;0;0;0;0;0
