Bug-ID;OB-ID;OB-Text;OB-in-Title?;Bug-Category;Bug-Type;OB-Category;OB-Rating;Ground-Truth;First-Rank;Reciprocal-Rank;Average-Precision;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
Bug1430;3;The application will crash.;0;Non-Synthetic Bug;App crashes;Hard;2;['bf8ce597a165d063465dfa0a76e9184cdcd6593596885753e8d2808b1ef505e1', 'd39c2c754950166798705365a33ee5104463a282c70fbcd711ff3d9f25a7e75b', '7dc0ecb412c8115ab5f890684aa866f751b8587206fa4a03cdd791ae1120201d'];4;0.25;0.3277777777777778;0;0;0;1;1;1;1;1;1;1
Bug1441;0;Issue manually entering fishing spot coordinates;1;Synthetic Bug;Textual error in screen;Hard;2;['f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1441;1;"If the ""sync"" icon isn't clicked after manually entering coordinates, the fishing spot's coordinates aren't updated accordingly.";0;Synthetic Bug;Uneditable component;Easy;5;['f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1441;2;5. In the edit location screen the coordinates are not correct;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3'];6;0.1666666666666666;0.1666666666666666;0;0;0;0;0;1;1;1;1;1
Bug1481;0;Back behaviour broken for Article WebView;1;Non-Synthetic Bug;Undesirable  behavior ;Hard;2;['077634828f83878f53872d6319b6a80a8b7ac15922c88c454f87e5f9e95a52db', '37fdb4d0868d7e2e7b9a5f1a3d7b6f704ed02bb11b7ca2cdfbad20e305dac8c5', '689e73c5fa90a739f03a53baa133dc9020219288f88ab27daa02749eaceddaf4', '77729a1fb79cd71941bd38c10bcf17938674d34dca3885cd24539204cdd595ca', '7d92d7aba10153a61b79e742cd0010cb36d201ccb2ea9c7c65a9fa8f9b828a89', '8fcd1ff922a2a025aa4f60e1bc60eab40a8c3cb5dd5836e4897390d17799c48f'];35;0.0285714285714285;0.0892464028375453;0;0;0;0;0;0;0;0;0;0
Bug1481;1;Observe the the user is taken back to the front page rather than navigating back a page in the WebView.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['077634828f83878f53872d6319b6a80a8b7ac15922c88c454f87e5f9e95a52db', '37fdb4d0868d7e2e7b9a5f1a3d7b6f704ed02bb11b7ca2cdfbad20e305dac8c5', '689e73c5fa90a739f03a53baa133dc9020219288f88ab27daa02749eaceddaf4', '77729a1fb79cd71941bd38c10bcf17938674d34dca3885cd24539204cdd595ca', '7d92d7aba10153a61b79e742cd0010cb36d201ccb2ea9c7c65a9fa8f9b828a89', '8fcd1ff922a2a025aa4f60e1bc60eab40a8c3cb5dd5836e4897390d17799c48f'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1645;0;Crash in Add Exercise Dialog;1;Non-Synthetic Bug;App crashes;Hard;3;['8a9732cb2ab4e7869d8535f1a9e8f67f08f090f20e3ddadf3f9b3940ebaec511', 'a719f24f2ba3535fb31b5888e77e3d996baa57a4b1fc098a093d1f70bd49f4e4', '6a40d56883c3db0ece8ca0b1b72e38039804a70a41eeb703c1bef5cff6c8dba6'];2;0.5;0.35;0;1;1;1;1;1;1;1;1;1
Bug1645;1;App crashes if the user checks the Angle Box in the Add Exercise Dialog.;0;Non-Synthetic Bug;App crashes;Easy;5;['8a9732cb2ab4e7869d8535f1a9e8f67f08f090f20e3ddadf3f9b3940ebaec511', 'a719f24f2ba3535fb31b5888e77e3d996baa57a4b1fc098a093d1f70bd49f4e4', '6a40d56883c3db0ece8ca0b1b72e38039804a70a41eeb703c1bef5cff6c8dba6'];1;1.0;0.8055555555555555;1;1;1;1;1;1;1;1;1;1
Bug1645;2;6. See the Error;0;Non-Synthetic Bug;App crashes;Hard;1;['8a9732cb2ab4e7869d8535f1a9e8f67f08f090f20e3ddadf3f9b3940ebaec511', 'a719f24f2ba3535fb31b5888e77e3d996baa57a4b1fc098a093d1f70bd49f4e4', '6a40d56883c3db0ece8ca0b1b72e38039804a70a41eeb703c1bef5cff6c8dba6'];11;0.0909090909090909;0.1627816627816627;0;0;0;0;0;0;0;0;0;0
Bug22;0;"New ""edit times"" screen harder to use than old screen";1;Synthetic Bug;Wrong theme in screen;Easy;2;['3c7e0a9158f8902d1ac870cfa3d1e436dd9758186b596d65ea24553ebf5300da', '4c97f9f18454995f5fbd7c648e1fdcfcaa7fe0de95f828bff1a72950d9590049', '83b09f73656629cdac97d2cfef82ea6363e313f1745bf5d07d25a685c23c2594', 'ccd62be816e758eaed9bf775f6d43ff07e34c6cc76ae5c068d766cd476222eb8'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug22;1;The new edit times screen which appears looks nice, but using it to actually edit times is a much greater pain than the irritants that were present on the old screen (the version with the round 'clock' time selector wheels).;0;Synthetic Bug;Wrong theme in screen;Easy;2;['3c7e0a9158f8902d1ac870cfa3d1e436dd9758186b596d65ea24553ebf5300da', '4c97f9f18454995f5fbd7c648e1fdcfcaa7fe0de95f828bff1a72950d9590049', '83b09f73656629cdac97d2cfef82ea6363e313f1745bf5d07d25a685c23c2594', 'ccd62be816e758eaed9bf775f6d43ff07e34c6cc76ae5c068d766cd476222eb8'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug22;2;The UI for selecting a time value has changed from a circular clock face to a side-by-side pair of vertically scrolling linear lists of time values.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['3c7e0a9158f8902d1ac870cfa3d1e436dd9758186b596d65ea24553ebf5300da', '4c97f9f18454995f5fbd7c648e1fdcfcaa7fe0de95f828bff1a72950d9590049', '83b09f73656629cdac97d2cfef82ea6363e313f1745bf5d07d25a685c23c2594', 'ccd62be816e758eaed9bf775f6d43ff07e34c6cc76ae5c068d766cd476222eb8'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug22;3;But the two UI's are like the difference between an O(1) lookup vs. an O(n) lookup algorithm.;0;Synthetic Bug;Wrong information is displayed;Hard;3;['3c7e0a9158f8902d1ac870cfa3d1e436dd9758186b596d65ea24553ebf5300da', '4c97f9f18454995f5fbd7c648e1fdcfcaa7fe0de95f828bff1a72950d9590049', '83b09f73656629cdac97d2cfef82ea6363e313f1745bf5d07d25a685c23c2594', 'ccd62be816e758eaed9bf775f6d43ff07e34c6cc76ae5c068d766cd476222eb8'];1;1.0;0.5163398692810457;1;1;1;1;1;1;1;1;1;1
Bug54;0;Save button makes the file not save;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['9b7efcd5a7315e14892e6d76fa837904769af75d58bee4f1903ebbaa2a4adaba', '50a4158eecff65c50d487a2b1154d04f943e9a1add28efb389fa7fdea331fa37', 'ba43740120aca9172e3124f0e25ca14b533d3398bd1311c0b88fcdacc00f0d3d', 'd2296b40b5f56eb177b6e852e481500944cc150e360c22a9d0a003b0eb2e83a5'];2;0.5;0.3326923076923077;0;1;1;1;1;1;1;1;1;1
Bug54;1;6. Note is NOT created;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['9b7efcd5a7315e14892e6d76fa837904769af75d58bee4f1903ebbaa2a4adaba', '50a4158eecff65c50d487a2b1154d04f943e9a1add28efb389fa7fdea331fa37', 'ba43740120aca9172e3124f0e25ca14b533d3398bd1311c0b88fcdacc00f0d3d', 'd2296b40b5f56eb177b6e852e481500944cc150e360c22a9d0a003b0eb2e83a5'];2;0.5;0.4151785714285714;0;1;1;1;1;1;1;1;1;1
Bug54;2;If I wait then the note is not created.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['9b7efcd5a7315e14892e6d76fa837904769af75d58bee4f1903ebbaa2a4adaba', '50a4158eecff65c50d487a2b1154d04f943e9a1add28efb389fa7fdea331fa37', 'ba43740120aca9172e3124f0e25ca14b533d3398bd1311c0b88fcdacc00f0d3d', 'd2296b40b5f56eb177b6e852e481500944cc150e360c22a9d0a003b0eb2e83a5'];2;0.5;0.4935897435897435;0;1;1;1;1;1;1;1;1;1
Bug76;0;File URI support detection overly strict;1;Synthetic Bug;Showing data in wrong format;Hard;2;['f71779fe05a774400bf84ca82c89a8d95f8754009ea1a254953276ac3e3991e5'];3;0.3333333333333333;0.3333333333333333;0;0;1;1;1;1;1;1;1;1
Bug76;1;External storage cannot be written to on Fire OS 5 (based on Android 5.1 Lollipop LOLLIPOP_MR1), despite Storage Access Framework (SAF) subtree support being added in 5.0 LOLLIPOP.;0;Non-Synthetic Bug;Undesirable  behavior ;Hard;3;['f71779fe05a774400bf84ca82c89a8d95f8754009ea1a254953276ac3e3991e5'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug76;2;"3. Observe lack of ""Mount folder"" menu item.";0;Non-Synthetic Bug;Component disappear;Easy;4;['f71779fe05a774400bf84ca82c89a8d95f8754009ea1a254953276ac3e3991e5'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug91;0;Can no longer enter text in SSID Filter TextView;1;Synthetic Bug;Uneditable component;Easy;5;['f378dc47e21dbc9e301fbb67468ff357c6a41055ad1450c1cbf9e9682483dd30'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug91;1;Cannot enter any text in the SSID Filter field.;0;Synthetic Bug;Uneditable component;Easy;5;['f378dc47e21dbc9e301fbb67468ff357c6a41055ad1450c1cbf9e9682483dd30'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug91;2;Keyboard does not pop up.;0;Non-Synthetic Bug;Component disappear;Easy;4;['f378dc47e21dbc9e301fbb67468ff357c6a41055ad1450c1cbf9e9682483dd30'];21;0.0476190476190476;0.0476190476190476;0;0;0;0;0;0;0;0;0;0
Bug92;0;MAC vendor search is case sensitive;1;Synthetic Bug;Textual error in screen;Easy;4;['3ffcbabdd5d8b95053bfc3dc6a707267a3ff0374c1e89037b8fbbd88feca6ef8'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug92;1;However, as already stated in one of the comments, the search is case sensitive, it only works if you type upper case letters.;0;Synthetic Bug;Textual error in screen;Easy;4;['3ffcbabdd5d8b95053bfc3dc6a707267a3ff0374c1e89037b8fbbd88feca6ef8'];20;0.05;0.05;0;0;0;0;0;0;0;0;0;0
Bug92;2;4. See no results;0;Non-Synthetic Bug;Undesirable  behavior ;Hard;3;['3ffcbabdd5d8b95053bfc3dc6a707267a3ff0374c1e89037b8fbbd88feca6ef8'];7;0.1428571428571428;0.1428571428571428;0;0;0;0;0;0;1;1;1;1
Bug158;0;Dark mode not correctly setting theme colors in card area of Reviewer;1;Synthetic Bug;Wrong theme in screen;Easy;3;['8d8389d0fdcbc813730d07ae0d2305f1bc293f8309ed532b91116c51db8e3c59', 'ba1ce36b563359e9b4defdbd7c79bc6ae033d31c8c713212a2b38719bb700998'];16;0.0625;0.0838815789473684;0;0;0;0;0;0;0;0;0;0
Bug158;1;Card background is always 100% black.;0;Synthetic Bug;Wrong theme in screen;Easy;4;['8d8389d0fdcbc813730d07ae0d2305f1bc293f8309ed532b91116c51db8e3c59', 'ba1ce36b563359e9b4defdbd7c79bc6ae033d31c8c713212a2b38719bb700998'];14;0.0714285714285714;0.1023809523809523;0;0;0;0;0;0;0;0;0;0
Bug160;0;On redrawing, the eraser tab still remains grayed out.;0;Synthetic Bug;Component is not displayed (correctly);Easy;4;['a0b726bcfacb34e7995bcbe74a88442f146978c1610eed8d9038a1f392fcecb2', 'e4c726db54cea87560f449933302fddcf686ab9f4b644ffceebebfedc54543b5', 'f05b890f250d2febb1dea8edabfc1a7866ccc940aadfa374789d26cbc0c11b0b'];4;0.25;0.3833333333333333;0;0;0;1;1;1;1;1;1;1
Bug162;0;Crashes with invalid format email address;1;Synthetic Bug;Wrong information is displayed;Easy;4;['2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug162;1;"If I try to add a new email account to K9-Mail (Enter email and password) and tap on one of the two buttons (""Manually"" or ""Continue"") the app will crash with only the message ""K-9 Mail has stopped""";0;Non-Synthetic Bug;App crashes;Easy;4;['2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0', '22d8aeb2beb7f50ba88b5aa458d86aa39e1d21c662256fa943767f61f62874f6', '3021e0808fd07caae95f6b2a1622f3d7fa457f999d434c484b3e359c304f4c41', 'a64ea9623a021f428b644075fa99211263ca7360fbd09f055e5874485779d9ce'];2;0.5;0.5845238095238094;0;1;1;1;1;1;1;1;1;1
Bug162;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0', '22d8aeb2beb7f50ba88b5aa458d86aa39e1d21c662256fa943767f61f62874f6', '3021e0808fd07caae95f6b2a1622f3d7fa457f999d434c484b3e359c304f4c41', 'a64ea9623a021f428b644075fa99211263ca7360fbd09f055e5874485779d9ce'];8;0.125;0.1889880952380952;0;0;0;0;0;0;0;1;1;1
Bug192;0;Cursor position reset when switching away from app;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug192;1;Cursor goes back to the initial position.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug192;2;If you insert the image after switching back, it'll be inserted at the beginning of the file.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug199;0;Autosync Does Not Activate After Regaining Connectivity;1;Synthetic Bug;Component is not displayed (correctly);Easy;4;['0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412'];14;0.0714285714285714;0.0714285714285714;0;0;0;0;0;0;0;0;0;0
Bug199;1;4. Obs remain in Waiting for Upload... state and pull to refresh does not activate a sync.;0;Synthetic Bug;Component is not displayed (correctly);Easy;5;['0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412'];7;0.1428571428571428;0.1428571428571428;0;0;0;0;0;0;1;1;1;1
Bug200;0;Ghost thumbnail image in observation list view;1;Synthetic Bug;Undesirable component;Hard;2;['0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412', '3777be9509c853e63b70ff749cacba34117bb6c2584ab8146b4215f36f7520a5'];3;0.3333333333333333;0.2916666666666666;0;0;1;1;1;1;1;1;1;1
Bug200;1;When I create an observation without an image and go back to the My Observations list, there is an image there from another one of my obs.;0;Synthetic Bug;Undesirable component;Easy;5;['0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412', '3777be9509c853e63b70ff749cacba34117bb6c2584ab8146b4215f36f7520a5'];3;0.3333333333333333;0.4166666666666666;0;0;1;1;1;1;1;1;1;1
Bug1033;0;"Bug: ""%"" are duplicated in ""Deck options""";1;Synthetic Bug;Undesirable component;Easy;4;['7fd0424aaa4d543eecdcce037d9ddef7976d20d63b9096a356995f332eb3a018'];12;0.0833333333333333;0.0833333333333333;0;0;0;0;0;0;0;0;0;0
Bug1033;1;"""%"" are duplicated on 2.9alpha18";0;Synthetic Bug;Undesirable component;Hard;2;['7fd0424aaa4d543eecdcce037d9ddef7976d20d63b9096a356995f332eb3a018'];5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug1150;0;"""Help->About"" language doesn't change when language setting is changed";1;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['0a763ce20f8792c78742edb925e8ce6355ad811342561fa0d8e7558e1e84491b', '6f6e5740608a2255f89ac01979631d1c7f4bf7bbfb88680a33abd7361cde7079'];5;0.2;0.2666666666666666;0;0;0;0;1;1;1;1;1;1
Bug1150;1;"The language of the ""Help->About"" screen isn't currently affected by the ""Setting->Language"" setting.";0;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['0a763ce20f8792c78742edb925e8ce6355ad811342561fa0d8e7558e1e84491b', '6f6e5740608a2255f89ac01979631d1c7f4bf7bbfb88680a33abd7361cde7079'];4;0.25;0.325;0;0;0;1;1;1;1;1;1;1
Bug1150;2;"The ""Help->About"" screen is shown in the Android system settings language and ignores the GPSTest language setting.";0;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['0a763ce20f8792c78742edb925e8ce6355ad811342561fa0d8e7558e1e84491b', '6f6e5740608a2255f89ac01979631d1c7f4bf7bbfb88680a33abd7361cde7079'];7;0.1428571428571428;0.1714285714285714;0;0;0;0;0;0;1;1;1;1
Bug1197;0;[Bug] Nothing happens when we try to add password to already password protected PDF;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6', 'cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c'];8;0.125;0.1625;0;0;0;0;0;0;0;1;1;1
Bug1197;1;7. Snackbar shows Password added, but nothing happens in the listing.;0;Non-Synthetic Bug;Undesirable  behavior ;Hard;3;['8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6', 'cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c'];7;0.1428571428571428;0.1825396825396825;0;0;0;0;0;0;1;1;1;1
Bug1198;0;[Bug] Encrypted PDF gets overwritten in case same pdf is encrypted again;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1198;1;7. The previous file abc_encrypted.pdf is overwritten;0;Non-Synthetic Bug;Undesirable  behavior ;Hard;4;['d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e'];4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug1228;0;Transaction details screen footer disappears;1;Non-Synthetic Bug;Component disappear;Easy;3;['6aca96ddaeba3009c36baced343561974bc98c904965fc17a4e890e00c0d696c', '87a5544dcc6304b2df3fef47fc628998eb2a18e78c1f3310f7d60cc018cb759e'];23;0.0434782608695652;0.0520421607378129;0;0;0;0;0;0;0;0;0;0
Bug1228;1;Footer removed (balance and date).;0;Non-Synthetic Bug;Component disappear;Easy;3;['6aca96ddaeba3009c36baced343561974bc98c904965fc17a4e890e00c0d696c', '87a5544dcc6304b2df3fef47fc628998eb2a18e78c1f3310f7d60cc018cb759e'];1;1.0;0.5416666666666666;1;1;1;1;1;1;1;1;1;1
Bug1389;0;Crash when adding empty link;1;Non-Synthetic Bug;App crashes;Easy;4;['2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0', '70e70cfdab5caa3d52c61d98495ecb5ccdd699cba946770630c05bde21c1a44f'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1389;1;"Open app -> tap to + button -> write ""abcde"" or leave a blank line -> tap to add button -> crash";0;Non-Synthetic Bug;App crashes;Easy;5;['2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0', '70e70cfdab5caa3d52c61d98495ecb5ccdd699cba946770630c05bde21c1a44f'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1425;0;BMI wrong when weight is not in kg;1;Synthetic Bug;Wrong information is displayed;Easy;5;['30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1425;1;When the weight is set in lb or st the BMI calculated is wrong.;0;Synthetic Bug;Wrong information is displayed;Easy;5;['30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1425;2;See error;0;Synthetic Bug;Wrong information is displayed;Hard;1;['30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc'];11;0.0909090909090909;0.0909090909090909;0;0;0;0;0;0;0;0;0;0
Bug1446;0;Trying to edit fishing spots adds a new one to the list, and the coordinates of the existing fishing spot are not updated.;0;Synthetic Bug;Wrong information is displayed;Easy;5;['98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b', 'f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1446;1;5. There will be two of the same spot showing in the list;0;Synthetic Bug;Undesirable component;Easy;4;['98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b', 'f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1568;0;Crash when using the checkboxes;1;Non-Synthetic Bug;App crashes;Hard;3;['322fee6d2791b7cb6ac7e9adcbc7303e4fc4af31aca6b715a500c1322e2616d8', '80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c', 'c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c'];5;0.2;0.273015873015873;0;0;0;0;1;1;1;1;1;1
Bug1568;1;The bug seems to appear when quickly changing multiple checkboxes.;0;Non-Synthetic Bug;App crashes;Hard;3;['322fee6d2791b7cb6ac7e9adcbc7303e4fc4af31aca6b715a500c1322e2616d8', '80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c', 'c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c'];1;1.0;0.7777777777777778;1;1;1;1;1;1;1;1;1;1
Bug1568;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['322fee6d2791b7cb6ac7e9adcbc7303e4fc4af31aca6b715a500c1322e2616d8', '80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c', 'c3ace511cc9ec178af968ada69bdc51c522b9c99b74c54dc8e9f7f82d504f55c'];2;0.5;0.4761904761904762;0;1;1;1;1;1;1;1;1;1
Bug71;0;Favorites bar doesn't appear under specific UI settings;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['9c71fea6827fd6c144016abb8964b5a9e484fb0d3f1018895d558fddbfb63049', '529470124c13641f288fc86686f5f56d61351df49e0ab38134d56c99b376e642'];11;0.0909090909090909;0.1287878787878787;0;0;0;0;0;0;0;0;0;0
Bug71;1;After updating to a newer version of KISS launcher, I am no longer able to make the shortcut bar appear.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['9c71fea6827fd6c144016abb8964b5a9e484fb0d3f1018895d558fddbfb63049', '529470124c13641f288fc86686f5f56d61351df49e0ab38134d56c99b376e642'];11;0.0909090909090909;0.1287878787878787;0;0;0;0;0;0;0;0;0;0
Bug71;2;When enabled, the favorites bar will not appear when I try to tap on the screen.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['9c71fea6827fd6c144016abb8964b5a9e484fb0d3f1018895d558fddbfb63049', '529470124c13641f288fc86686f5f56d61351df49e0ab38134d56c99b376e642'];6;0.1666666666666666;0.2261904761904761;0;0;0;0;0;1;1;1;1;1
Bug71;3;When disabled, the favorites bar will stay present and not disappear until the search bar or the KISS button is pressed.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['9c71fea6827fd6c144016abb8964b5a9e484fb0d3f1018895d558fddbfb63049', '529470124c13641f288fc86686f5f56d61351df49e0ab38134d56c99b376e642'];11;0.0909090909090909;0.1287878787878787;0;0;0;0;0;0;0;0;0;0
Bug71;4;5. Check home screen to see there is no favorites bar, even after tapping the screen.;0;Non-Synthetic Bug;Undesirable  behavior ;Hard;3;['9c71fea6827fd6c144016abb8964b5a9e484fb0d3f1018895d558fddbfb63049', '529470124c13641f288fc86686f5f56d61351df49e0ab38134d56c99b376e642'];3;0.3333333333333333;0.4166666666666666;0;0;1;1;1;1;1;1;1;1
Bug71;5;Now, I can't make the favorites bar appear at all without changing my settings.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;4;['9c71fea6827fd6c144016abb8964b5a9e484fb0d3f1018895d558fddbfb63049', '529470124c13641f288fc86686f5f56d61351df49e0ab38134d56c99b376e642'];7;0.1428571428571428;0.1964285714285714;0;0;0;0;0;0;1;1;1;1
Bug201;0;Snackbar Disappears During Auto-Upload;1;Non-Synthetic Bug;Component disappear;Hard;2;['8616df9a49b487ea16f22dd25fd57313bbd7d7c97ed9b69efdf39f4acc7dc64d', 'a56d60a2b0d1e844013d38b9260b39b031c35a25cc65fb1b80b746393206807d'];15;0.0666666666666666;0.092156862745098;0;0;0;0;0;0;0;0;0;0
Bug201;1;"3. Notice the ""Resume"" button and snackbar are present for a few seconds and then disappear.";0;Non-Synthetic Bug;Component disappear;Hard;3;['8616df9a49b487ea16f22dd25fd57313bbd7d7c97ed9b69efdf39f4acc7dc64d', 'a56d60a2b0d1e844013d38b9260b39b031c35a25cc65fb1b80b746393206807d'];26;0.0384615384615384;0.0562678062678062;0;0;0;0;0;0;0;0;0;0
Bug201;2;"The obs are left in ""Waiting to Upload..."" state without a way to upload them.";0;Non-Synthetic Bug;Component disappear;Hard;2;['8616df9a49b487ea16f22dd25fd57313bbd7d7c97ed9b69efdf39f4acc7dc64d', 'a56d60a2b0d1e844013d38b9260b39b031c35a25cc65fb1b80b746393206807d'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug201;3;Even going to other sections of the app and coming back to not initiate uploads.;0;Non-Synthetic Bug;Component disappear;Hard;1;['8616df9a49b487ea16f22dd25fd57313bbd7d7c97ed9b69efdf39f4acc7dc64d', 'a56d60a2b0d1e844013d38b9260b39b031c35a25cc65fb1b80b746393206807d'];1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1146;0;"Currently, the previously displayed text remains, which shows something like ""Showing 9 of 15 satellites (show all)""";0;Synthetic Bug;Undesirable component;Hard;5;['ab5163d4ac03463cd787f6f02db11e3f293de6d9b2de74a529382bc565e207ee'];2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1146;1;Filter text is still visible;0;Synthetic Bug;Undesirable component;Hard;2;['ab5163d4ac03463cd787f6f02db11e3f293de6d9b2de74a529382bc565e207ee'];13;0.0769230769230769;0.0769230769230769;0;0;0;0;0;0;0;0;0;0
Bug1147;0;Nav drawer selection color for dark theme isn't right;1;Synthetic Bug;Unsupported theme in component;Hard;2;['e04f069d56b90ceca5a1f3e2d4a2e307020a013ef133c39c1ca7cff371db85ef', 'c3b6fa6b17b8521b017fb3d565ef5c045266e030ed050e01ed41d8dfb4302512', '2922ae01860f6564bfd8a1d9bb5f8ab294f0c4a44ef1f75e373b844fe3501115', '101e55d9ff4b4c62018e87002524cdb11e6c23db07cb5f46ae959ee3830feed8'];5;0.2;0.3381944444444444;0;0;0;0;1;1;1;1;1;1
