Bug-ID;OB-ID;OB-Text;OB-in-Title?;Bug-Type;OB-Category;OB-Rating;OB-Text;Ground-Truth;Ranked-Document;First-Rank;Reciprocal-Rank;Average-Precision;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10;Can-Retrieve-Any-Document?
Bug117;0;Space increase on refresh in Nutrition Facts tab;1;GUI refresh issue;Easy;4;Space increase on refresh in Nutrition Facts tab;[0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9, 5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e];{2b44fbd1374f473631d656ea37d3b7181433b2631b3c873188377c0b65986c92=0.033726335, b4c1c34910d3ca2badb00797338a8654a3cb1a7790ebedb21d0c4d061fa49976=0.033726335, 711702e553f8a148128e6781bb74263b925423bdf7762654f72961a286c4f1da=0.033726335, f83b5bcd4991721747d3258e1c65093064fc85a0cf706a73a741cda74199ac2e=0.027627125, 9959a0f107f3ef8c92053db8273d3492c83db6598ba625824c9329fb1dc5b842=0.023022605, 0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9=0.022791214, 3ca67821f3263641a30c38a6cef09c665a7cd2961099ab8dd8245b1cf4f4f73a=0.020943364, 5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e=0.019535327, 3c62c154a65a216a511efda496bb7a3d880b867ae65b686bab24136cd25f4192=0.018418085, db084a946863cfa68ca49650cca4b10d2c57a2b7dac11ee99ea901de3f3c74f9=0.016863167, bf12fa193d71740ce77bec3c10d7208be51dbda672dffce3e7c3e3c8246b64f9=0.008712629, 34a9832f8c8449fcdd145d48615f97bd84395a2bf2d6107778c4b574ecab0036=0.0076235505, 0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94=0.007620707, 41f6134586f42b5e6daee9f47fdaf3f17017838e82c7700b0b6a311e721633fd=0.0060965656, 9b6f924b413f8b61baaa7dfbd25dbc2a80d54bbecb11116e0eed2837aa9f9eab=0.0060965656, 43317e8a1daa87138c9acdf8f952e24f5117ab287f33c80d39de63fdfd365409=0.0060965656, b865e7b49ed9f5dc144a96639604b42ff98ace14105c6ee94e05fc955f050f46=0.0037720574, 7e0b379ecebb2213295459ed0d7a546a74d70804c5c902fbb1005b9d5d09ecde=0.0026672473, 54eb5a22b70c4a5d10d1cf8dc2cc30b40c02aee3254ee8c8a6fb66ae318774be=0.0026672473};6.0;0.16666666666666666;0.20833333333333331;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1
Bug117;1;The space between each row of nutritional value in Nutrition Facts tab increases on refreshing the data.;0;GUI refresh issue;Easy;5;The space between each row of nutritional value in Nutrition Facts tab increases on refreshing the data.;[0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9, 5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e];{0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9=0.086989924, 5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e=0.07729988, 2b44fbd1374f473631d656ea37d3b7181433b2631b3c873188377c0b65986c92=0.014971522, b4c1c34910d3ca2badb00797338a8654a3cb1a7790ebedb21d0c4d061fa49976=0.014971522, 711702e553f8a148128e6781bb74263b925423bdf7762654f72961a286c4f1da=0.014971522, f83b5bcd4991721747d3258e1c65093064fc85a0cf706a73a741cda74199ac2e=0.012264012, 9959a0f107f3ef8c92053db8273d3492c83db6598ba625824c9329fb1dc5b842=0.010220009, 3ca67821f3263641a30c38a6cef09c665a7cd2961099ab8dd8245b1cf4f4f73a=0.00929701, 3c62c154a65a216a511efda496bb7a3d880b867ae65b686bab24136cd25f4192=0.008176008, db084a946863cfa68ca49650cca4b10d2c57a2b7dac11ee99ea901de3f3c74f9=0.007485761, bf12fa193d71740ce77bec3c10d7208be51dbda672dffce3e7c3e3c8246b64f9=0.0038676404, 34a9832f8c8449fcdd145d48615f97bd84395a2bf2d6107778c4b574ecab0036=0.0033841853, 0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94=0.0033829228, 41f6134586f42b5e6daee9f47fdaf3f17017838e82c7700b0b6a311e721633fd=0.0027063384, 9b6f924b413f8b61baaa7dfbd25dbc2a80d54bbecb11116e0eed2837aa9f9eab=0.0027063384, 43317e8a1daa87138c9acdf8f952e24f5117ab287f33c80d39de63fdfd365409=0.0027063384, b865e7b49ed9f5dc144a96639604b42ff98ace14105c6ee94e05fc955f050f46=0.0016744614, 7e0b379ecebb2213295459ed0d7a546a74d70804c5c902fbb1005b9d5d09ecde=0.001184023, 54eb5a22b70c4a5d10d1cf8dc2cc30b40c02aee3254ee8c8a6fb66ae318774be=0.001184023};1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug117;2;Refreshing also changes the space between each row of nutritional value.;0;GUI refresh issue;Easy;5;Refreshing also changes the space between each row of nutritional value.;[0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9, 5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e];{0c3ff76dd00f39e87d780c124a88f78049b3e5ea87a143b735ad992d55dcaba9=0.04749026, 5190822dc529fe5d177c3c2c1a8524e6ed7e98726d6c18ecc2c4c522c99f323e=0.042515963};1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1197;0;[Bug] Nothing happens when we try to add password to already password protected PDF;1;Undesirable  behavior ;Easy;4;[Bug] Nothing happens when we try to add password to already password protected PDF;[8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6, cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c];{b15b9a7c4dd435d15c8249003fd9159836740737c4f896f49da700a53c76dd1c=0.20540166, 32f77273349e0a0670fd12fd45cbb1584b8cbdd1dcb841da7d56dd10d346ca40=0.20106915, 217780db8b718744b1913b1acadb39b7a9131c892e1c1dfb526c07bb95b5ca63=0.13517073, e294a6c0075d67b0365b85357ecf330e0ef5c948c32dc8de88d7285dbda114fb=0.13307533, 6e31e9dadecc7d9ab4fd9af300e30225ccd25f22a8c5c309f82e173a08adb87c=0.10410703, 4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f=0.060006525, 32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba=0.060006525, e8a3d984b181d5d1e20211521ea55ab9e6c6a0529c721cf82ff78deb34fff79b=0.0056193955, 17bfb22586d928fcf7e0786dbae128f924fcd0b050f3d91edfbfdb1ad47f75b9=0.0055058603, cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c=0.0051909746, 8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6=0.0047682147, 63d674a04cf3c21f77f2bf42224283d198e6353093baa857bdf6a45e3a2e24e6=0.0036705735, 9b6f924b413f8b61baaa7dfbd25dbc2a80d54bbecb11116e0eed2837aa9f9eab=0.0036705735, 189bb96766ab92f6a79871783ea49e84c22f015d1e0bbfd88e4e43bb93b9a728=0.0032117518};10.0;0.1;0.14090909090909093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
Bug1197;1;7. Snackbar shows Password added, but nothing happens in the listing.;0;Undesirable  behavior ;Hard;3;7. Snackbar shows Password added, but nothing happens in the listing.;[8bd771e28eba5ece8c3ce59f46fb8ac64b2fc766ac33cf4afa831bc9b67fcda6, cd17c0ac70370987547c54daf3f22a530f9ac3c2ab01e47d5eb6fbeb6c590e7c];{6e31e9dadecc7d9ab4fd9af300e30225ccd25f22a8c5c309f82e173a08adb87c=0.14443666, 32f77273349e0a0670fd12fd45cbb1584b8cbdd1dcb841da7d56dd10d346ca40=0.04180972, b15b9a7c4dd435d15c8249003fd9159836740737c4f896f49da700a53c76dd1c=0.04180972, e294a6c0075d67b0365b85357ecf330e0ef5c948c32dc8de88d7285dbda114fb=0.026131075, 217780db8b718744b1913b1acadb39b7a9131c892e1c1dfb526c07bb95b5ca63=0.026131075, 32d5e6a2499f6c734b4560df483e69fee4047fc16805f5a45de1c154493ffcba=0.020042308, 4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f=0.020042308};0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
Bug1198;0;[Bug] Encrypted PDF gets overwritten in case same pdf is encrypted again;1;Undesirable  behavior ;Easy;5;[Bug] Encrypted PDF gets overwritten in case same pdf is encrypted again;[d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e];{b15b9a7c4dd435d15c8249003fd9159836740737c4f896f49da700a53c76dd1c=0.035915982, 32f77273349e0a0670fd12fd45cbb1584b8cbdd1dcb841da7d56dd10d346ca40=0.03212423, 217780db8b718744b1913b1acadb39b7a9131c892e1c1dfb526c07bb95b5ca63=0.028394077, e294a6c0075d67b0365b85357ecf330e0ef5c948c32dc8de88d7285dbda114fb=0.026560225, a1b3ab49cb0174cf50bf2b6a6ebb6973c32f261076e7191521d15ee01db4ff60=0.024589991, cdbd73c7e7e7dc9ae70eec9f787656ae51ad67451404dae745491486a524e65f=0.024093172, d115eed8b1ebeaa01929fad6a5b8957be1c9d2a8b5e04c2d0689bef5ca372ce7=0.024093172, 53400d9bf13ce2ee77768984c610a49139139842bd708ebd402b4f3d29c7cade=0.02244749, 8c8835ce453eb81baf4f4fb991cd37d703ffe9957214e1a52801e7489710f1cc=0.02222188, d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e=0.02124818, 63d674a04cf3c21f77f2bf42224283d198e6353093baa857bdf6a45e3a2e24e6=0.016062114, 9b6f924b413f8b61baaa7dfbd25dbc2a80d54bbecb11116e0eed2837aa9f9eab=0.016062114, 6e31e9dadecc7d9ab4fd9af300e30225ccd25f22a8c5c309f82e173a08adb87c=0.016062114};10.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1
Bug1198;1;7. The previous file abc_encrypted.pdf is overwritten;0;Undesirable  behavior ;Hard;4;7. The previous file abc_encrypted.pdf is overwritten;[d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e];{a1b3ab49cb0174cf50bf2b6a6ebb6973c32f261076e7191521d15ee01db4ff60=0.19297636, d54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e=0.17772274, d115eed8b1ebeaa01929fad6a5b8957be1c9d2a8b5e04c2d0689bef5ca372ce7=0.16324705, 8c8835ce453eb81baf4f4fb991cd37d703ffe9957214e1a52801e7489710f1cc=0.162747, cdbd73c7e7e7dc9ae70eec9f787656ae51ad67451404dae745491486a524e65f=0.12451352, 53400d9bf13ce2ee77768984c610a49139139842bd708ebd402b4f3d29c7cade=0.10193503, 6e31e9dadecc7d9ab4fd9af300e30225ccd25f22a8c5c309f82e173a08adb87c=0.0469222, 217780db8b718744b1913b1acadb39b7a9131c892e1c1dfb526c07bb95b5ca63=0.03180661, e294a6c0075d67b0365b85357ecf330e0ef5c948c32dc8de88d7285dbda114fb=0.030372685, 63d674a04cf3c21f77f2bf42224283d198e6353093baa857bdf6a45e3a2e24e6=0.027926844, 9b6f924b413f8b61baaa7dfbd25dbc2a80d54bbecb11116e0eed2837aa9f9eab=0.027926844, b15b9a7c4dd435d15c8249003fd9159836740737c4f896f49da700a53c76dd1c=0.014041703, 32f77273349e0a0670fd12fd45cbb1584b8cbdd1dcb841da7d56dd10d346ca40=0.012559282};2.0;0.5;0.5;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1202;0;[Filter Images] Toast to save current is displayed even when image is saved;1;Undesirable component;Hard;3;[Filter Images] Toast to save current is displayed even when image is saved;[8de2c3591a2cb27e7f7be8092bf5055f9b6c984afbae8b87c226b0ec7660b60d, cb18a9e51864e448b3181970bddbfa11b129c6ccb75673e82c46968cf1ea9095];{cb18a9e51864e448b3181970bddbfa11b129c6ccb75673e82c46968cf1ea9095=0.3377124, 8de2c3591a2cb27e7f7be8092bf5055f9b6c984afbae8b87c226b0ec7660b60d=0.28142703, a7454212effeb09e7055f630115cc9f8bf9f89f4e48af37c14dd770b771b22f4=0.112365216, 5e7033946cfc1dc46ba7039c26dbfdea1612e2b0bbbccc677778e2fa9067a28d=0.08719464, e30137578abafbfcfba9e769d9089e96e039d0e69fc9e75c7fb80fa4329e74fe=0.082853004, 12b65f75d44752849c4b49c4367c46175397007c191fb802872cbb03e3f108b6=0.07813177, 0d4310f3e0fff755be75f56177fda7e1857a25d06bb01632c6621bea0f0a7a61=0.07298858, ea191b6bbaae65185dd486f3fbe2b70aa62b896c8058e3e11c85d9402c1b818d=0.0697557, 7a4bfe7aec73749af6ba071cf57468fa7fc07e4782e0150938e2d7a878dce0e0=0.06628241, 5a4517ade816cd6fb05a4f7ae5b2100c438fe3a3d65600e36536f2bf01bc9442=0.04846608, 1ae5218aa19a6549a75d7b06bcf3956efebc60c27ab25a01be9e85296396eeff=0.04682268, 90cd55ed6423d210f7e801408cd11569a393d657b9701036f2921fc9df9872b0=0.04511946, bed2faba7fd7141e100c5a807bddb53c5f3aabdf99cfd220c75f6694d01be685=0.04129372, 066532690e4ff5a05eeb6e50e965dfeb56be78160aa7665fc1fffc92ad621c68=0.04129372, 6fea4c35402423e76313d824edb3a19306b034ee47d7c00dad9b0a9760462915=0.035394616, 63d674a04cf3c21f77f2bf42224283d198e6353093baa857bdf6a45e3a2e24e6=0.02895931, 86ba0993f11af7036603c90c5548ff056780c94926ba3bb8257a0753b0573b95=0.028899584, 9303ab36a91ee9b866d41d91685beddb38088044b1b3b07857210fd970c478aa=0.025027774, b47a5d0b0e38a7cf4b7318a2a3f2927041a730cdbc7bb3bfa9fd10901aba536d=0.025027774, 4727d930fde5589c557bc9e3f79c554e963b6bf2e6592c5bd978e5915d164dc3=0.023596412, 0af7dd2d4296df9ccb5da60306380b9867ba57997764f1a30492ee4a587711e6=0.023596412, bbb23223ed47fc5634eaec4c4f02c889f1c814fe916d32067afc74aa45ee158a=0.023596412, cedd9b2b26f7f9fff44c928a710e1edd320ed00cd03d07b35a10b2f36081767a=0.023596412, 1e145c0f2bd62dfa2e05c3a54eec02fdb1ae9edc8ca986758964fbe1ed676e5e=0.023596412, a5334e38fcfb6fd181a6f8aef8fe026e84802e77baa7b75ebd8bef6611cc32cb=0.020856481, fc4c9334180b58243ec8b38540dbaa36acd2fc7d406c6c49d8e48dd691964c67=0.02064686, fa3bef7f35df1bc8818a84f84210a0da7650a0544d58af9692ae4fac32376db2=0.02064686, 9252ca7336e29e14b12ef70df462892e4f30d4d46a85c9fdcb680862c367115e=0.020435093, 24d106ffa0c1e58e4e5b29955bbc8d4fd19b268378dc029b5304061e88ea7cc1=0.016685184, 5f7ab47598df00d7c1a99dc17b1804c69a25fdc98263ab428e3972350665dbaa=0.0147477565, 57dfc6481c6c6e3985e70d34c03937676b58a1915bf82c382278fbc393f17c79=0.0147477565, bd3bd85c058b7757d72a3995e8a1ae90778d831c4d8a61603f8bd4030940ba05=0.0147477565};1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1202;1;The toast is displayed Save current first;0;Undesirable component;Hard;3;The toast is displayed Save current first;[8de2c3591a2cb27e7f7be8092bf5055f9b6c984afbae8b87c226b0ec7660b60d, cb18a9e51864e448b3181970bddbfa11b129c6ccb75673e82c46968cf1ea9095];{cb18a9e51864e448b3181970bddbfa11b129c6ccb75673e82c46968cf1ea9095=0.06625851, 63d674a04cf3c21f77f2bf42224283d198e6353093baa857bdf6a45e3a2e24e6=0.062469125, 8de2c3591a2cb27e7f7be8092bf5055f9b6c984afbae8b87c226b0ec7660b60d=0.05521543};1.0;1.0;0.8333333333333333;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1
Bug1205;0;Back button leads to Home Fragment when orange file selector is still open;1;Undesirable  behavior ;Easy;4;Back button leads to Home Fragment when orange file selector is still open;[bc8e0a6181467439499bcb9934df3387e54e6cc35ec87a9faa7c15fcd33a89bd];{9d8f4bb9fbe4c449b2d0e570017969b86cb7029654268dcc869d6f3fa2afeedd=0.040268887, 42c616a8f41a2ede8bd86ef8974b46d91fef433346cee266e434cf10f86c1679=0.028474404, 6de35ddc7fcf8a55f3228bf660135835575c3fef610d8b4a4328662927675c36=0.027071467, de13660f92c533b16b1603065d6015aa2c5cef320602a59f5204d5cb19218658=0.027071467, cab8c42a2efbd96510eef8293b6a67c1424f843fe69291e705c8157bd4b784b3=0.025002128, d695719fe556e48b0ddcd6980c269112ad7aa33bcadcadd13365420203f0ec68=0.024415633, ac4c71891a2d47c63dcb820abd18fce79179ecdbe55f443a1c328cb7a6bd7fac=0.024161031, fd3c31a9e58b983dd9de3a1eaa0274cf06742adf771b68a385dd00083214f057=0.02230531, 70a26eaa98075c97d56b65886153525d6b8632341c67e8a6fb4752e6e484078a=0.021657173, 4c50dbf11c8fde851f7d8c204250e56ad0b9e03c599f6657a94391250e4bb443=0.019033443, a8c802499be3294922ba7d621e3b07dddf86e4104dc76b4099d46b74939db56e=0.016912721, 66646dd8e089cfde9f6222d5682ca0111aec0b2dab732af5cd22cdd5c34510fb=0.016636375, 41b79b863e16aaa5485e0c8db0731e51b4c376c46d847a18b3359e7e4f159038=0.016636375, 57bf0c28f8e6a99da0558126dbc00af038cc537fc022a7f313ea3e0d71437ad9=0.016394999, 0cf02775e491cbde329760b6c1ff5be410ea5587ad2016d47c28a5fc9b067832=0.015764635, e428b3e156f7f1ecd6e8ac641b8ef0b6e3a8eca5eae203d199ebd5b02f09e87b=0.0154571105, d2fad0e1064d2c7de161e8622e8f7f9a84b71643c69f115997584ad2d70a013b=0.0154571105, 5d1c76d042e52af0944236d7851c96fbb4ba42ef4a7e1da9f017fb0aa1823823=0.014437215, 60beb6e1df46870775c923f01a1e443d72646c5fa0ecd7b8b431c36e84e31f0e=0.014437215, 1140bbf8a36cfd02aee98043cd72a6aacec3e6ec07e253d43423752af8698650=0.014032791, 3905a6c4b362c9cb6efd9e36060d5c0c98e0a37d5c373ca4930d3d9907a42060=0.013889466, cb0d95e66368920ba01ce9baa3115d32d22e57e2b1e704a1990fefc6a941b851=0.013524971, d1f50b7c7b71f3435656d73b82caf491d5ffa19496977de206661fa4ba5805ce=0.0133091, c3c6aa758f8ebd7209ae4278b50747c3723d86434c4c7a4eb2dd28c38e9de9d6=0.012922602, fe94953bfa94088bd8747fa3337219735de7a652513a5edf97e72ae1752795ec=0.01229625, 5a2fd1cbe331f4551835b29a23911635868a44a6b11ac1ec599f92c47f16fa1b=0.010509757, f0eb4bf7bd4bcc4de7f9045e21632fef89edf69c57c401af4fd69e4c66c354b1=0.009802378, b07b0f0e1e0dd898af59f8468f234cda2df334250d06c24433d700479bd04979=0.009802378, c03d6d47d0f81ca3410b242a8254c25895c9a2947672043c742d8e4eed6b9f04=0.009802378, 63d674a04cf3c21f77f2bf42224283d198e6353093baa857bdf6a45e3a2e24e6=0.009110691, 9b6f924b413f8b61baaa7dfbd25dbc2a80d54bbecb11116e0eed2837aa9f9eab=0.009110691, c7c2aa9d68a82af8028840f53a3d6610e0e43f40db7f46aac56dcd433e098520=0.008924167, 6e8576e2ba3443db317cdb7c6f052c202019eb50e6bdc881d6fc6aab2a4f40f6=0.0078823175, 549056ecedf3a0ac70c37f6c3e858c989d31610de60047b529fbee81901a4598=0.007841902, bf0e7eeec68d3d1ed9efd0c20d0257c7e3ee63c178b1a6a0c6ef040d360c9614=0.006944733, bc8e0a6181467439499bcb9934df3387e54e6cc35ec87a9faa7c15fcd33a89bd=0.0034723666, ab0c48f3a3ae4f4697683a60427b8786d435f0aad108599dfea0d6b4a05805fc=0.0034723666, 2a41e81f0d6de4466d62d37ca5a4a3fcb09d10a8667c4972c85d265928f390bf=0.0015315633, 307658e0c1b89ea730638f390bd55e8bcfdc1074f8e70250f37392347bac459c=0.0015315633, 8391105af8f3fbd30b6064717780bee6475bb86542011341c74bab23d8dabbc0=0.0015315633, f23045653dc894380f809588b4da73087a4cdc9495d9b4e20dd12004d81bf88f=0.0013537236, f8cbddea13c463adbe890e2e3eda339b10f047a8cd9d1888dd09faaf63196e2b=0.0013537236, 0afc673662cb84a5c9278a282f59a132b37fb24736ed46427f72da41b69a5d81=0.0013401179, b9ede7eff2e252eab36106808dcf584deba3461857d62392044ceeb36385ab66=0.001172359, 69026ad9a3cb5094d9d42289a492a13ba78926d96405a52b90ea2aeec04a84e9=0.001172359, 7af926569891df99c99016934ac90d2a76d98da4b3f2072133b0b93623c49803=0.0010829788, 6aceb8ad051698177f8b1e99a499d567881cceca128ef3a3eebd126d4b670915=9.378872E-4, 5fc907921126ebe0454aa9b351964aa8713fa686b20e63053265b311bf74d8f6=6.768618E-4, a1b0ba8303104986fcbca4bd1d52fadd4aecdb1e41561e32d163b03a2c7b84e4=6.768618E-4, 9876c7ea44d6f1c46240f8c64abe3b4cf8b47e93f4e4ebc148d4a7fa4bd3792d=5.414894E-4, 3395d674fa3016a618f815ec06608b4ffd1f802c7293844b8eadab578511fac1=5.414894E-4, f270e15a4de3ea463f42d914340e2e2a4044175a1833192fd172be228caa92be=5.414894E-4, 534359084f235a3b4ff33d1f906339f36c319a1d6d7ca0222c0dd40f831b5152=5.414894E-4, 3d5ae7678b15c73d82a09406e40f8df4748c199a5c5b5378f2a09f24158021d0=5.414894E-4, e1360a31f91541a4bae9f52489781fab0991fc1865ce9cbc757a09779c599cb9=5.414894E-4, 6d794cbb843d93767d24b72244a15f5d2dcd41b5617fe2aa7dc9c5e9c4959446=5.414894E-4, 7a84183a1af004dd902c98fb91c582bbdfcf0ac2137afc893b93ed7ec2a97bf4=5.414894E-4};37.0;0.02702702702702703;0.02702702702702703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
